Catalog,SMILES,SELFIES
S3212,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,[O][=C][Branch1_3][O][N][C][C][N][C][C][O][C][C][Ring1][Branch1_1][c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2]
S3600,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)CC(C)C(C)C2,[C][O][c][c][c][c][Branch1_3][F][c][Branch1_3][Ring1][O][C][c][Ring1][Branch1_3][O][C][-c][c][Branch1_3][#N][c][c][c][Branch1_3][Branch1_2][c][Ring1][Branch1_1][O][C][O][C][O][Ring1][Branch1_3][C][C][Branch1_3][epsilon][C][C][Branch1_3][epsilon][C][C][Ring2][epsilon][Branch1_2]
S3603,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,[C][=C][Branch1_3][epsilon][C][C][C][C][C][Branch1_3][Branch1_2][C][Branch1_3][epsilon][=O][O][C][C][C][Branch1_3][epsilon][C][C][Branch2_3][epsilon][=O][C][C][C][C][Branch1_3][epsilon][C][C][C][C][Branch1_3][epsilon][O][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][Ring1][Branch2_2][C][C][C][Ring1][=O][Ring1][=C][C][C][Ring2][epsilon][F][Ring2][epsilon][Branch2_1]
S3606,COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(O)c(OC)cc3c1C(C2)N(C)CC3,[C][O][c][c][c][c][c][c][Ring1][Branch1_1][O][c][c][c][c][Branch1_3][Branch1_1][c][c][Ring1][Branch1_1][C][C][c][c][c][Branch1_3][#N][c][Branch1_3][Ring1][O][C][c][c][Ring1][Branch1_3][C][C][N][Ring1][F][C][O][c][c][Branch1_3][epsilon][O][c][Branch1_3][Ring1][O][C][c][c][c][Ring1][Branch2_1][C][Branch1_3][Branch1_1][C][Ring2][epsilon][C][N][Branch1_3][epsilon][C][C][C][Ring1][Branch1_3]
S3608,CC1(C(=O)O)CCC2(C)CCC3(C)C4=CC(=O)c5c(cc(O)c(O)c5C=O)C4(C)CCC3(C)C2C1,[C][C][Branch1_3][Branch1_2][C][Branch1_3][epsilon][=O][O][C][C][C][Branch1_3][epsilon][C][C][C][C][Branch1_3][epsilon][C][C][=C][C][Branch1_3][epsilon][=O][c][c][Branch1_3][=N][c][c][Branch1_3][epsilon][O][c][Branch1_3][epsilon][O][c][Ring1][Branch1_3][C][=O][C][Ring1][N][Branch1_3][epsilon][C][C][C][C][Ring1][S][Branch1_3][epsilon][C][C][Ring2][epsilon][Branch2_1][C][Ring2][epsilon][=N]
S3609,COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3N(C)CC2)N(C)CC4.Cl.Cl,[C][O][c][c][c][c][c][c][Ring1][Branch1_1][O][c][c][Branch1_3][Ring1][O][C][c][Branch1_3][Ring1][O][C][c][c][c][Ring1][Branch2_2][C][Branch2_3][epsilon][=S][C][c][c][c][c][Branch1_3][epsilon][O][c][Branch1_3][Ring2][c][Ring1][Branch1_2][O][c][c][c][c][Branch1_3][Branch1_1][c][c][Ring1][Branch1_1][C][C][Ring2][epsilon][=O][N][Branch1_3][epsilon][C][C][C][Ring2][epsilon][=C][N][Branch1_3][epsilon][C][C][C][Ring2][epsilon][Branch2_2][.][Cl][.][Cl]
S3612,O=C(/C=C/c1ccc(O)c(O)c1)OC(Cc1ccc(O)c(O)c1)C(=O)O,[O][=C][Branch1_3][C][/C][=C][/c][c][c][c][Branch1_3][epsilon][O][c][Branch1_3][epsilon][O][c][Ring1][Branch1_3][O][C][Branch1_3][#N][C][c][c][c][c][Branch1_3][epsilon][O][c][Branch1_3][epsilon][O][c][Ring1][Branch1_3][C][Branch1_3][epsilon][=O][O]
S3615,C=C1C(=O)OC2C1CCC(=C)C1CCC(=C)C12,[C][=C][C][Branch1_3][epsilon][=O][O][C][C][Ring1][Branch1_1][C][C][C][Branch1_3][epsilon][=C][C][C][C][C][Branch1_3][epsilon][=C][C][Ring1][Branch1_1][Ring1][F]
S3616,CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C,[C][C][C][C][C][Branch2_3][Ring2][Branch1_1][C][Branch1_3][epsilon][=O][O][C][O][C][Branch2_3][epsilon][=S][C][O][C][O][C][Branch1_3][Ring1][C][O][C][Branch1_3][S][O][C][O][C][Branch1_3][epsilon][C][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][O][C][Ring1][Branch2_1][O][C][Branch1_3][epsilon][O][C][Ring1][#C][O][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][O][C][Ring2][epsilon][O][O][C][C][C][Branch1_3][epsilon][C][C][Branch2_3][epsilon][C][=C][C][C][C][Branch1_3][epsilon][C][C][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][O][C][Branch1_2][epsilon][C][Branch1_3][Ring1][C][O][C][Ring1][F][C][C][C][Ring1][=N][Ring1][S][C][C][Ring2][Ring2][epsilon][C][Ring2][Ring2][Branch1_2][C]
S3622,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1.N.N,[C][C][Branch1_3][Branch1_2][C][Branch1_3][epsilon][=O][O][C][C][C][Branch1_3][epsilon][C][C][C][C][Branch1_3][epsilon][C][C][Branch2_3][Branch1_1][Ring2][=C][C][Branch1_3][epsilon][=O][C][C][Branch1_3][epsilon][C][C][C][C][Branch2_3][Ring1][Branch1_3][O][C][O][C][Branch1_3][Branch1_2][C][Branch1_3][epsilon][=O][O][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][O][C][Ring1][Branch2_3][O][C][O][C][Branch1_3][Branch1_2][C][Branch1_3][epsilon][=O][O][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][O][C][Ring1][Branch2_3][O][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][Ring2][epsilon][=N][C][C][C][Ring2][epsilon][#C][Ring2][Ring1][Branch1_1][C][C][Ring2][Ring1][F][C][Ring2][Ring1][=C][.][N][.][N]
S3628,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,[C][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][c][c][c][Branch1_3][epsilon][O][c][Branch1_3][Branch2_2][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][c][c][Ring1][Branch2_3][O]
S3633,N.S=C(S)N1CCCC1,[N][.][S][=C][Branch1_3][epsilon][S][N][C][C][C][C][Ring1][Ring2]
S3639,Nc1c2c(nc3ccccc13)CCCC2,[N][c][c][c][Branch1_3][O][n][c][c][c][c][c][c][Ring1][Branch2_2][Ring1][Branch1_1][C][C][C][C][Ring1][O]
S3641,O=C(Nc1ccc(O)cc1)c1ccccc1O,[O][=C][Branch1_3][=O][N][c][c][c][c][Branch1_3][epsilon][O][c][c][Ring1][Branch1_2][c][c][c][c][c][c][Ring1][Branch1_1][O]
S3644,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,[C][O][c][c][c][Branch1_3][S][N][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][c][c][c][c][Branch1_3][epsilon][N][c][c][Ring1][Branch1_2][n][c][n][Ring1][#N]
S3647,CC(=O)O.NCc1ccc(S(N)(=O)=O)cc1,[C][C][Branch1_3][epsilon][=O][O][.][N][C][c][c][c][c][Branch1_3][Branch2_2][S][Branch1_2][epsilon][N][Branch1_1][epsilon][=O][=O][c][c][Ring1][Branch2_2]
S3648,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,[C][C][Branch1_3][epsilon][C][c][c][c][c][o][c][n][c][Branch1_3][epsilon][N][c][Branch1_3][Branch1_2][C][Branch1_3][epsilon][=O][O][c][c][Ring1][Branch2_2][c][Branch1_3][epsilon][=O][c][Ring1][N][c][Ring1][=C]
S3652,O=C(O)CC[N+](=O)[O-],[O][=C][Branch1_3][epsilon][O][C][C][N+expl][Branch1_3][epsilon][=O][O-expl]
S3660,CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1)n1cncn1,[C][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][Branch1_3][epsilon][O][/C][Branch1_3][=O][=C][\c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][n][c][n][c][n][Ring1][Ring2]
S3661,COC1=CC(=O)c2ccccc2C1=O,[C][O][C][=C][C][Branch1_3][epsilon][=O][c][c][c][c][c][c][Ring1][Branch1_1][C][Ring1][Branch2_3][=O]
S3664,Cl.Cl.OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,[Cl][.][Cl][.][O][C][C][N][C][C][N][Branch2_3][epsilon][=N][C][C][/C][=C][/c][c][c][c][c][c][Ring1][Branch1_1][S][c][c][c][c][Branch1_3][Branch2_2][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][c][c][Ring1][Branch2_2][Ring1][C][C][C][Ring2][epsilon][Branch2_1]
S3665,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,[C][c][c][Branch1_3][epsilon][C][c][c][Branch1_3][Branch2_2][c][Branch1_3][epsilon][C][c][Ring1][Branch1_3][O][C][C][C][Branch1_2][epsilon][C][Branch1_3][Branch1_2][C][Branch1_3][epsilon][=O][O][O][Ring1][=O]
S3666,COc1ccnc(CS(=O)c2nc3ccc(-n4cccc4)cc3[nH]2)c1C,[C][O][c][c][c][n][c][Branch2_3][epsilon][Branch2_2][C][S][Branch1_3][epsilon][=O][c][n][c][c][c][c][Branch1_3][Branch2_1][-n][c][c][c][c][Ring1][Ring2][c][c][Ring1][Branch2_3][nHexpl][Ring1][=O][c][Ring2][epsilon][Ring2][C]
S3668,CC(C)C(NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(N)CCCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,[C][C][Branch1_3][epsilon][C][C][Branch2_3][Ring1][Branch1_3][N][C][Branch1_3][epsilon][=O][C][Branch1_3][Branch1_3][C][C][Branch1_3][epsilon][=O][O][N][C][Branch1_3][epsilon][=O][C][Branch1_3][Branch1_2][C][C][C][C][N][N][C][Branch1_3][epsilon][=O][C][Branch1_3][epsilon][N][C][C][C][N][C][Branch1_3][epsilon][=N][N][C][Branch1_3][epsilon][=O][N][C][Branch1_3][=O][C][c][c][c][c][Branch1_3][epsilon][O][c][c][Ring1][Branch1_2][C][Branch1_3][epsilon][=O][O]
S3673,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,[N][c][c][c][c][Branch2_3][epsilon][Branch1_1][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][N][c][c][c][n][n][Ring1][Ring2][-c][c][c][c][c][c][Ring1][Branch1_1][c][c][Ring1][S]
S3675,O=c1ccc2ccc(O)cc2o1,[O][=c][c][c][c][c][c][c][Branch1_3][epsilon][O][c][c][Ring1][Branch1_2][o][Ring1][Branch2_3]
S3676,COC(=O)Nc1nc2ccccc2[nH]1,[C][O][C][Branch1_3][epsilon][=O][N][c][n][c][c][c][c][c][c][Ring1][Branch1_1][nHexpl][Ring1][Branch2_1]
S3678,COc1ccc(C(=O)CBr)cc1,[C][O][c][c][c][c][Branch1_3][Branch1_3][C][Branch1_3][epsilon][=O][C][Br][c][c][Ring1][Branch2_2]
S3680,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1,[C][O][c][c][c][c][Branch1_3][epsilon][Cl][c][c][Ring1][Branch1_2][C][Branch1_3][epsilon][=O][N][C][C][c][c][c][c][Branch1_3][Branch2_2][S][Branch1_2][epsilon][N][Branch1_1][epsilon][=O][=O][c][c][Ring1][Branch2_2]
S3685,O=C(O)Cc1ccc(-c2ccccc2)cc1,[O][=C][Branch1_3][epsilon][O][C][c][c][c][c][Branch1_3][Branch2_2][-c][c][c][c][c][c][Ring1][Branch1_1][c][c][Ring1][F]
S3687,NC(N)=O,[N][C][Branch1_2][epsilon][N][=O]
S3688,Nc1cc(O)nc(N)n1,[N][c][c][c][Branch1_3][epsilon][O][n][c][Branch1_3][epsilon][N][n][Ring1][Branch1_3]
S3690,C#CCN(C)Cc1ccccc1.Cl,[C][#C][C][N][Branch1_3][epsilon][C][C][c][c][c][c][c][c][Ring1][Branch1_1][.][Cl]
S3692,CCN1C(=O)C=CC1=O,[C][C][N][C][Branch1_3][epsilon][=O][C][=C][C][Ring1][Branch1_1][=O]
S3696,O=C(CBr)c1ccc(O)cc1,[O][=C][Branch1_3][Ring1][C][Br][c][c][c][c][Branch1_3][epsilon][O][c][c][Ring1][Branch1_2]
S3697,Cl.NCc1ccc(S(N)(=O)=O)cc1,[Cl][.][N][C][c][c][c][c][Branch1_3][Branch2_2][S][Branch1_2][epsilon][N][Branch1_1][epsilon][=O][=O][c][c][Ring1][Branch2_2]
S3698,CNCCC=C1c2ccccc2CCc2ccccc21.Cl,[C][N][C][C][C][=C][c][c][c][c][c][c][Ring1][Branch1_1][C][C][c][c][c][c][c][c][Ring1][Branch1_1][Ring1][N][.][Cl]
S3699,CC(=O)/C(C)=N/O,[C][C][Branch1_3][epsilon][=O][/C][Branch1_2][epsilon][C][=N][/O]
S3701,CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1.Cl,[C][C][N][Branch1_3][Ring1][C][C][C][C][O][C][Branch1_3][epsilon][=O][C][Branch1_2][epsilon][O][Branch1_3][Branch2_2][c][c][c][c][c][c][Ring1][Branch1_1][c][c][c][c][c][c][Ring1][Branch1_1][.][Cl]
S3706,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1.Cl,[C][O][c][c][c][c][c][Branch2_3][epsilon][=N][C][C][c][c][c][c][c][c][Ring1][Branch1_1][O][C][C][Branch1_3][Branch1_3][C][N][Branch1_3][epsilon][C][C][O][C][Branch1_3][epsilon][=O][C][C][C][Branch1_3][epsilon][=O][O][c][Ring2][epsilon][Branch2_3][.][Cl]
S3714,CS(=O)(=O)c1cccc(CC(NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,[C][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][c][c][c][c][c][Branch2_3][Ring1][#N][C][C][Branch2_3][Ring1][Branch1_2][N][C][Branch1_3][epsilon][=O][c][c][Branch1_3][epsilon][Cl][c][c][c][Branch1_3][Branch1_1][c][Ring1][Branch1_2][Cl][C][C][N][Branch1_3][=C][C][Branch1_3][epsilon][=O][c][c][c][c][c][c][o][c][Ring1][Ring2][c][Ring1][Branch2_1][C][Ring1][=C][C][Branch1_3][epsilon][=O][O][c][Ring2][epsilon][=C]
S3716,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,[O][=c][nHexpl][c][c][c][c][c][c][Ring1][Branch1_1][n][Ring1][Branch2_1][C][C][N][C][C][N][Branch1_3][#C][c][c][c][c][c][Branch1_3][Branch2_2][C][Branch1_2][epsilon][F][Branch1_3][epsilon][F][F][c][Ring1][Branch2_2][C][C][Ring1][=N]
S3719,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,[N][#C][c][c][c][Branch1_3][=C][-c][n][nHexpl][c][Branch1_3][Branch2_2][-c][c][c][n][c][c][Ring1][Branch1_1][n][Ring1][Branch2_3][c][c][n][Ring1][#N]
S3723,Cl.Cn1cc(C(=O)C2CCc3nc[nH]c3C2)c2ccccc21,[Cl][.][C][n][c][c][Branch1_3][=C][C][Branch1_3][epsilon][=O][C][C][C][c][n][c][nHexpl][c][Ring1][Ring2][C][Ring1][Branch2_1][c][c][c][c][c][c][Ring1][Branch1_1][Ring1][#C]
S3728,C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OC1CC1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,[C][=C][C][C][C][Ring1][epsilon][Branch2_3][Ring2][Branch1_3][N][C][Branch1_3][epsilon][=O][C][C][C][C][N][Ring1][Ring2][C][Branch1_3][epsilon][=O][C][Branch1_3][Branch2_2][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][N][C][Branch1_3][epsilon][=O][O][C][C][C][Ring1][epsilon][C][C][C][C][C][c][n][c][c][c][c][Branch1_3][Ring1][O][C][c][c][Ring1][Branch1_3][n][c][Ring1][F][O][Ring2][epsilon][#N][C][Branch1_3][epsilon][=O][N][S][Branch1_1][epsilon][=O][Branch1_3][epsilon][=O][C][C][C][Ring1][epsilon]
S3731,Cl.N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,[Cl][.][N][=C][C][C][C][N][Ring1][Ring2][C][c][nHexpl][c][Branch1_3][epsilon][=O][nHexpl][c][Branch1_3][epsilon][=O][c][Ring1][Branch1_3][Cl]
S3733,CC(C)(C)NC(=O)NC(C(=O)N1CC2C(C1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,[C][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][N][C][Branch1_3][epsilon][=O][N][C][Branch2_3][Ring1][Branch1_3][C][Branch1_3][epsilon][=O][N][C][C][C][Branch2_3][epsilon][Branch2_2][C][Ring1][Ring2][C][Branch1_3][epsilon][=O][N][C][Branch1_3][Branch2_1][C][C][C][C][C][Ring1][Ring1][C][Branch1_3][epsilon][=O][C][Branch1_2][epsilon][N][=O][C][Ring1][C][Branch1_3][epsilon][C][C][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C]
S3751,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,[C][=C][C][C][N][C][C][C][Ring1][Branch1_1][C][C][Ring1][Branch1_1][C][Branch1_3][epsilon][O][c][c][c][n][c][c][c][c][Branch1_3][Ring1][O][C][c][c][Ring1][F][Ring1][Branch1_3][.][C][=C][C][C][N][C][C][C][Ring1][Branch1_1][C][C][Ring1][Branch1_1][C][Branch1_3][epsilon][O][c][c][c][n][c][c][c][c][Branch1_3][Ring1][O][C][c][c][Ring1][F][Ring1][Branch1_3][.][O][.][O][.][O][=S][Branch1_1][epsilon][=O][Branch1_3][epsilon][O][O]
S3758,COC1=CC2C3Cc4ccc(OC)c(O)c4C2(CCN3C)CC1=O.Cl,[C][O][C][=C][C][C][C][c][c][c][c][Branch1_3][Ring1][O][C][c][Branch1_3][epsilon][O][c][Ring1][Branch2_1][C][Ring1][O][Branch1_3][Branch1_3][C][C][N][Ring1][N][C][C][C][Ring1][S][=O][.][Cl]
S3759,O=C1OC(=O)C2C3CCC(O3)C12,[O][=C][O][C][Branch1_3][epsilon][=O][C][C][C][C][C][Branch1_3][Ring2][O][Ring1][Ring2][C][Ring1][Branch2_3][Ring1][Branch1_2]
S3761,CC12CCC(CC1)C(C)(C)O2,[C][C][C][C][C][Branch1_3][Branch1_1][C][C][Ring1][Branch1_1][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][O][Ring1][Branch2_2]
S3769,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,[C][O][c][c][c][c][Branch1_3][Branch1_3][c][c][Ring1][Branch1_1][O][C][-c][c][c][c][c][c][Branch1_3][Ring1][O][C][c][Branch1_3][Ring1][O][C][c][Ring1][Branch2_2][c][n+expl][Ring1][=O][C][C][Ring2][epsilon][Ring1]
S3777,C=CC1C2=CCOC(=O)C2=COC1OC1OC(CO)C(O)C(O)C1O,[C][=C][C][C][=C][C][O][C][Branch1_3][epsilon][=O][C][Ring1][Branch1_2][=C][O][C][Ring1][Branch2_3][O][C][O][C][Branch1_3][Ring1][C][O][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][O][C][Ring1][Branch2_2][O]
S3784,CC1(C)OC(=O)C=CC2(C)C1CC(=O)C1(C)C2CCC2(C)C(c3ccoc3)OC(=O)C3OC321,[C][C][Branch1_3][epsilon][C][O][C][Branch1_3][epsilon][=O][C][=C][C][Branch1_3][epsilon][C][C][Ring1][Branch2_2][C][C][Branch1_3][epsilon][=O][C][Branch1_3][epsilon][C][C][Ring1][Branch2_1][C][C][C][Branch1_3][epsilon][C][C][Branch1_3][Branch2_1][c][c][c][o][c][Ring1][Ring2][O][C][Branch1_3][epsilon][=O][C][O][C][Ring1][epsilon][Ring1][=O][Ring1][=C]
S3785,CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)CC12C,[C][C][Branch1_2][epsilon][C][=C][C][C][C][Branch1_2][epsilon][C][Branch1_3][=S][O][C][O][C][Branch1_3][Ring1][C][O][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][O][C][Ring1][Branch2_2][O][C][C][C][C][Branch1_3][epsilon][C][C][Ring1][Branch1_1][C][Branch1_3][epsilon][O][C][C][C][Branch1_3][epsilon][C][C][C][C][Branch1_3][epsilon][O][C][Branch1_2][epsilon][C][Branch1_3][epsilon][C][C][Ring1][Branch2_2][C][Branch2_3][epsilon][C][O][C][O][C][Branch1_3][Ring1][C][O][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][O][C][Ring1][Branch2_2][O][C][O][C][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][O][C][Ring1][Branch1_3][O][C][C][Ring2][epsilon][#N][Ring2][Ring1][epsilon][C]
S3788,Cc1ccc(C(C)C)cc1O,[C][c][c][c][c][Branch1_3][Branch1_2][C][Branch1_3][epsilon][C][C][c][c][Ring1][Branch2_1][O]
S3792,CC=C1C(=O)CC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,[C][C][=C][C][Branch1_3][epsilon][=O][C][C][C][C][C][C][=C][C][Branch1_3][epsilon][=O][C][C][C][Ring1][Branch1_2][Branch1_3][epsilon][C][C][Ring1][F][C][C][C][Ring1][#C][Ring1][=N][C]
S3800,Cl.OC1C=C2CCN3Cc4cc5c(cc4C(C1O)C23)OCO5,[Cl][.][O][C][C][=C][C][C][N][C][c][c][c][c][Branch1_3][C][c][c][Ring1][Branch1_1][C][Branch1_3][Branch1_1][C][Ring1][N][O][C][Ring1][N][Ring1][F][O][C][O][Ring1][Branch2_3]
S3807,C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C/C=C1\C=COC1=O,[C][=C][C][C][C][C][Branch1_2][epsilon][C][Branch1_3][Ring1][C][O][C][Branch1_3][epsilon][O][C][C][C][Ring1][Branch2_2][Branch1_3][epsilon][C][C][Ring1][N][C][/C][=C][\C][=C][O][C][Ring1][Ring2][=O]
S3809,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,[C][C][Branch1_2][epsilon][C][=C][C][O][c][c][o][c][c][c][Ring1][Ring2][c][c][c][c][c][Branch1_3][epsilon][=O][o][c][Ring1][=O][Ring1][Branch1_2]
S3813,C=CC(C)(/C=C/c1ccc(O)cc1)CCC=C(C)C,[C][=C][C][Branch1_2][epsilon][C][Branch1_3][N][/C][=C][/c][c][c][c][Branch1_3][epsilon][O][c][c][Ring1][Branch1_2][C][C][C][=C][Branch1_3][epsilon][C][C]
S3817,COc1ccc2c(c1)[nH]c1c(C)nccc12.Cl,[C][O][c][c][c][c][c][Branch1_3][Ring2][c][Ring1][Branch1_1][nHexpl][c][c][Branch1_3][epsilon][C][n][c][c][c][Ring1][Branch1_2][Ring1][Branch2_3][.][Cl]
S3820,CN1C2=C3N=c4ccccc4=C3CCN2C(=O)c2ccccc21.Cl,[C][N][C][=C][N][=c][c][c][c][c][c][Ring1][Branch1_1][=C][Ring1][Branch2_1][C][C][N][Ring1][O][C][Branch1_3][epsilon][=O][c][c][c][c][c][c][Ring1][Branch1_1][Ring2][epsilon][Ring1][.][Cl]
S3835,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C1CC(O)C2C,[C][O][C][Branch1_3][epsilon][=O][C][=C][O][C][Branch1_3][=S][O][C][O][C][Branch1_3][Ring1][C][O][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][O][C][Ring1][Branch2_2][O][C][C][Ring1][C][C][C][Branch1_3][epsilon][O][C][Ring1][Branch1_1][C]
S3839,OCC1NCC(O)C(O)C1O,[O][C][C][N][C][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][O][C][Ring1][Branch1_3][O]
S3840,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1,[C][O][c][c][c][c][Branch2_3][Ring1][=O][-c][o][c][c][Branch1_3][Branch2_1][C][C][=C][Branch1_3][epsilon][C][C][c][Branch1_3][epsilon][O][c][c][Branch1_3][epsilon][O][c][Ring1][O][c][Branch1_3][epsilon][=O][c][Ring1][C][O][C][O][C][Branch1_3][epsilon][C][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][O][C][Ring1][Branch2_1][O][c][c][Ring2][epsilon][#N]
S3841,COc1cc(/C=C/CO)cc(OC)c1OC1OC(CO)C(O)C(O)C1O,[C][O][c][c][c][Branch1_3][Branch1_1][/C][=C][/C][O][c][c][Branch1_3][Ring1][O][C][c][Ring1][F][O][C][O][C][Branch1_3][Ring1][C][O][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][O][C][Ring1][Branch2_2][O]
S3842,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,[O][=c][c][Branch1_3][=S][O][C][O][C][Branch1_3][Ring1][C][O][C][Branch1_3][epsilon][O][C][Branch1_3][epsilon][O][C][Ring1][Branch2_2][O][c][Branch1_3][=N][-c][c][c][c][Branch1_3][epsilon][O][c][Branch1_3][epsilon][O][c][Ring1][Branch1_3][o][c][c][c][Branch1_3][epsilon][O][c][c][Branch1_3][epsilon][O][c][Ring2][epsilon][=O][Ring1][Branch1_3]
S3854,COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2.Cl,[C][O][c][c][c][c][Branch1_3][Branch1_3][c][c][Ring1][Branch1_1][O][C][C][C][c][c][c][c][Branch1_3][Ring1][O][C][c][Branch1_3][Ring1][O][C][c][Ring1][Branch2_2][C][N][Ring1][=O][C][C][Ring2][epsilon][Ring1][.][Cl]
S3866,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,[C][O][c][c][c][c][c][c][Ring1][Branch1_1][O][C][C][C][Branch1_3][epsilon][O][C][=C][C][Ring1][Branch2_2][Ring1][Branch1_2][C][C][N][Branch1_3][epsilon][C][C][Ring1][=N]
S3867,COc1cc(O)cc(O)c1C(=O)/C=C/c1ccccc1,[C][O][c][c][c][Branch1_3][epsilon][O][c][c][Branch1_3][epsilon][O][c][Ring1][Branch1_3][C][Branch1_3][epsilon][=O][/C][=C][/c][c][c][c][c][c][Ring1][Branch1_1]
S3868,COc1ccc2c(c1)[nH]c1c(C)nccc12,[C][O][c][c][c][c][c][Branch1_3][Ring2][c][Ring1][Branch1_1][nHexpl][c][c][Branch1_3][epsilon][C][n][c][c][c][Ring1][Branch1_2][Ring1][Branch2_3]
